SWV ITM Data Console - ITM Port: 0
voltage, current, omega. 
25229, 0.99, 0.10 
25230, 0.99, 0.10 
25231, 0.99, 0.10 
25232, 0.99, 0.10 
25233, 0.99, 0.10 
25234, 0.99, 0.10 
25235, 0.99, 0.10 
25236, 0.99, 0.10 
25237, 0.99, 0.10 
25238, 0.99, 0.10 
25239, 0.99, 0.10 
25240, 0.99, 0.10 
25241, 0.99, 0.10 
25242, 0.99, 0.10 
25243, 0.99, 0.10 
25244, 0.99, 0.10 
25245, 0.99, 0.10 
25246, 0.99, 0.10 
25247, 0.99, 0.10 
25248, 0.99, 0.10 
25249, 0.99, 0.10 
25250, 0.99, 0.10 
25251, 0.99, 0.10 
25252, 0.99, 0.10 
25253, 0.99, 0.10 
25254, 0.99, 0.10 
25255, 0.99, 0.10 
25256, 0.99, 0.10 
25257, 0.99, 0.10 
25258, 0.99, 0.10 
25259, 0.99, 0.10 
25260, 0.99, 0.10 
25261, 0.99, 0.10 
25262, 0.99, 0.10 
25263, 0.99, 0.10 
25264, 0.99, 0.10 
25265, 0.99, 0.10 
25266, 0.99, 0.10 
25267, 0.99, 0.10 
25268, 0.99, 0.10 
25269, 0.99, 0.10 
25270, 0.99, 0.10 
25271, 0.99, 0.10 
25272, 0.99, 0.10 
25273, 0.99, 0.10 
25274, 0.99, 0.10 
25275, 0.99, 0.10 
25276, 0.99, 0.10 
25277, 0.99, 0.10 
25278, 0.99, 0.10 
25279, 0.99, 0.10 
25280, 0.99, 0.10 
25281, 0.99, 0.10 
25282, 0.99, 0.10 
25283, 0.99, 0.10 
25284, 0.99, 0.10 
25285, 0.99, 0.10 
25286, 0.99, 0.10 
25287, 0.99, 0.10 
25288, 0.99, 0.10 
25289, 0.99, 0.10 
25290, 0.99, 0.10 
25291, 0.99, 0.10 
25292, 0.99, 0.10 
25293, 0.99, 0.10 
25294, 0.99, 0.10 
25295, 0.99, 0.10 
25296, 0.99, 0.10 
25297, 0.99, 0.10 
25298, 0.99, 0.10 
25299, 0.99, 0.10 
25300, 0.99, 0.10 
25301, 0.99, 0.10 
25302, 0.99, 0.10 
25303, 0.99, 0.10 
25304, 0.99, 0.10 
25305, 0.99, 0.10 
25306, 0.99, 0.10 
25307, 0.99, 0.10 
25308, 0.99, 0.10 
25309, 0.99, 0.10 
25310, 0.99, 0.10 
25311, 0.99, 0.10 
25312, 0.99, 0.10 
25313, 0.99, 0.10 
25314, 0.99, 0.10 
25315, 0.99, 0.10 
25316, 0.99, 0.10 
25317, 0.99, 0.10 
25318, 0.99, 0.10 
25319, 0.99, 0.10 
25320, 0.99, 0.10 
25321, 0.99, 0.10 
25322, 0.99, 0.10 
25323, 0.99, 0.10 
25324, 0.99, 0.10 
25325, 0.99, 0.10 
25326, 0.99, 0.10 
25327, 0.99, 0.10 
25328, 0.99, 0.10 
25329, 0.99, 0.10 
25330, 0.99, 0.10 
25331, 0.99, 0.10 
25332, 0.99, 0.10 
25333, 0.99, 0.10 
25334, 0.99, 0.10 
25335, 0.99, 0.10 
25336, 0.99, 0.10 
25337, 0.99, 0.10 
25338, 0.99, 0.10 
25339, 0.99, 0.10 
25340, 0.99, 0.10 
25341, 0.99, 0.10 
25342, 0.99, 0.10 
25343, 0.99, 0.10 
25344, 0.99, 0.10 
25345, 0.99, 0.10 
25346, 0.99, 0.10 
25347, 0.99, 0.10 
25348, 0.99, 0.10 
25349, 0.99, 0.10 
25350, 0.99, 0.10 
25351, 0.99, 0.10 
25352, 0.99, 0.10 
25353, 0.99, 0.10 
25354, 0.99, 0.10 
25355, 0.99, 0.10 
25356, 0.99, 0.10 
25357, 0.99, 0.10 
25358, 0.99, 0.10 
25359, 0.99, 0.10 
25360, 0.99, 0.10 
25361, 0.99, 0.10 
25362, 0.99, 0.10 
25363, 0.99, 0.10 
25364, 0.99, 0.10 
25365, 0.99, 0.10 
25366, 0.99, 0.10 
25367, 0.99, 0.10 
25368, 0.99, 0.10 
25369, 0.99, 0.10 
25370, 0.99, 0.10 
25371, 0.99, 0.10 
25372, 0.99, 0.10 
25373, 0.99, 0.10 
25374, 0.99, 0.10 
25375, 0.99, 0.10 
25376, 0.99, 0.10 
25377, 0.99, 0.10 
25378, 0.99, 0.10 
25379, 0.99, 0.10 
25380, 0.99, 0.10 
25381, 0.99, 0.10 
25382, 0.99, 0.10 
25383, 0.99, 0.10 
25384, 0.99, 0.10 
25385, 0.99, 0.10 
25386, 0.99, 0.10 
25387, 0.99, 0.10 
25388, 0.99, 0.10 
25389, 0.99, 0.10 
25390, 0.99, 0.10 
25391, 0.99, 0.10 
25392, 0.99, 0.10 
25393, 0.99, 0.10 
25394, 0.99, 0.10 
25395, 0.99, 0.10 
25396, 0.99, 0.10 
25397, 0.99, 0.10 
25398, 0.99, 0.10 
25399, 0.99, 0.10 
25400, 0.99, 0.10 
25401, 0.99, 0.10 
25402, 0.99, 0.10 
25403, 0.99, 0.10 
25404, 0.99, 0.10 
25405, 0.99, 0.10 
25406, 0.99, 0.10 
25407, 0.99, 0.10 
25408, 0.99, 0.10 
25409, 0.99, 0.10 
25410, 0.99, 0.10 
25411, 0.99, 0.10 
25412, 0.99, 0.10 
25413, 0.99, 0.10 
25414, 0.99, 0.10 
25415, 0.99, 0.10 
25416, 0.99, 0.10 
25417, 0.99, 0.10 
25418, 0.99, 0.10 
25419, 0.99, 0.10 
25420, 0.99, 0.10 
25421, 0.99, 0.10 
25422, 0.99, 0.10 
25423, 0.99, 0.10 
25424, 0.99, 0.10 
25425, 0.99, 0.10 
25426, 0.99, 0.10 
25427, 0.99, 0.10 
25428, 0.99, 0.10 
25429, 0.99, 0.10 
25430, 0.99, 0.10 
25431, 0.99, 0.10 
25432, 0.99, 0.10 
25433, 0.99, 0.10 
25434, 0.99, 0.10 
25435, 0.99, 0.10 
25436, 0.99, 0.10 
25437, 0.99, 0.10 
25438, 0.99, 0.10 
25439, 0.99, 0.10 
25440, 0.99, 0.10 
25441, 0.99, 0.10 
25442, 0.99, 0.10 
25443, 0.99, 0.10 
25444, 0.99, 0.10 
25445, 0.99, 0.10 
25446, 0.99, 0.10 
25447, 0.99, 0.10 
25448, 0.99, 0.10 
25449, 0.99, 0.10 
25450, 0.99, 0.10 
25451, 0.99, 0.10 
25452, 0.99, 0.10 
25453, 0.99, 0.10 
25454, 0.99, 0.10 
25455, 0.99, 0.10 
25456, 0.99, 0.10 
25457, 0.99, 0.10 
25458, 0.99, 0.10 
25459, 0.99, 0.10 
25460, 0.99, 0.10 
25461, 0.99, 0.10 
25462, 0.99, 0.10 
25463, 0.99, 0.10 
25464, 0.99, 0.10 
25465, 0.99, 0.10 
25466, 0.99, 0.10 
25467, 0.99, 0.10 
25468, 0.99, 0.10 
25469, 0.99, 0.10 
25470, 0.99, 0.10 
25471, 0.99, 0.10 
25472, 0.99, 0.10 
25473, 0.99, 0.10 
25474, 0.99, 0.10 
25475, 0.99, 0.10 
25476, 0.99, 0.10 
25477, 0.99, 0.10 
25478, 0.99, 0.10 
25479, 0.99, 0.10 
25480, 0.99, 0.10 
25481, 0.99, 0.10 
25482, 0.99, 0.10 
25483, 0.99, 0.10 
25484, 0.99, 0.10 
25485, 0.99, 0.10 
25486, 0.99, 0.10 
25487, 0.99, 0.10 
25488, 0.99, 0.10 
25489, 0.99, 0.10 
25490, 0.99, 0.10 
25491, 0.99, 0.10 
25492, 0.99, 0.10 
25493, 0.99, 0.10 
25494, 0.99, 0.10 
25495, 0.99, 0.10 
25496, 0.99, 0.10 
25497, 0.99, 0.10 
25498, 0.99, 0.10 
25499, 0.99, 0.10 
25500, 0.99, 0.10 
25501, 0.99, 0.10 
25502, 0.99, 0.10 
25503, 0.99, 0.10 
25504, 0.99, 0.10 
25505, 0.99, 0.10 
25506, 0.99, 0.10 
25507, 0.99, 0.10 
25508, 0.99, 0.10 
25509, 0.99, 0.10 
25510, 0.99, 0.10 
25511, 0.99, 0.10 
25512, 0.99, 0.10 
25513, 0.99, 0.10 
25514, 0.99, 0.10 
25515, 0.99, 0.10 
25516, 0.99, 0.10 
25517, 0.99, 0.10 
25518, 0.99, 0.10 
25519, 0.99, 0.10 
25520, 0.99, 0.10 
25521, 0.99, 0.10 
25522, 0.99, 0.10 
25523, 0.99, 0.10 
25524, 0.99, 0.10 
25525, 0.99, 0.10 
25526, 0.99, 0.10 
25527, 0.99, 0.10 
25528, 0.99, 0.10 
25529, 0.99, 0.10 
25530, 0.99, 0.10 
25531, 0.99, 0.10 
25532, 0.99, 0.10 
25533, 0.99, 0.10 
25534, 0.99, 0.10 
25535, 0.99, 0.10 
25536, 0.99, 0.10 
25537, 0.99, 0.10 
25538, 0.99, 0.10 
25539, 0.99, 0.10 
25540, 0.99, 0.10 
25541, 0.99, 0.10 
25542, 0.99, 0.10 
25543, 0.99, 0.10 
25544, 0.99, 0.10 
25545, 0.99, 0.10 
25546, 0.99, 0.10 
25547, 0.99, 0.10 
25548, 0.99, 0.10 
25549, 0.99, 0.10 
25550, 0.99, 0.10 
25551, 0.99, 0.10 
25552, 0.99, 0.10 
25553, 0.99, 0.10 
25554, 0.99, 0.10 
25555, 0.99, 0.10 
25556, 0.99, 0.10 
25557, 0.99, 0.10 
25558, 0.99, 0.10 
25559, 0.99, 0.10 
25560, 0.99, 0.10 
25561, 0.99, 0.10 
25562, 0.99, 0.10 
25563, 0.99, 0.10 
25564, 0.99, 0.10 
25565, 0.99, 0.10 
25566, 0.99, 0.10 
25567, 0.99, 0.10 
25568, 0.99, 0.10 
25569, 0.99, 0.10 
25570, 0.99, 0.10 
25571, 0.99, 0.10 
25572, 0.99, 0.10 
25573, 0.99, 0.10 
25574, 0.99, 0.10 
25575, 0.99, 0.10 
25576, 0.99, 0.10 
25577, 0.99, 0.10 
25578, 0.99, 0.10 
25579, 0.99, 0.10 
25580, 0.99, 0.10 
25581, 0.99, 0.10 
25582, 0.99, 0.10 
25583, 0.99, 0.10 
25584, 0.99, 0.10 
25585, 0.99, 0.10 
25586, 0.99, 0.10 
25587, 0.99, 0.10 
25588, 0.99, 0.10 
25589, 0.99, 0.10 
25590, 0.99, 0.10 
25591, 0.99, 0.10 
25592, 0.99, 0.10 
25593, 0.99, 0.10 
25594, 0.99, 0.10 
25595, 0.99, 0.10 
25596, 0.99, 0.10 
25597, 0.99, 0.10 
25598, 0.99, 0.10 
25599, 0.99, 0.10 
25600, 0.99, 0.10 
25601, 0.99, 0.10 
25602, 0.99, 0.10 
25603, 0.99, 0.10 
25604, 0.99, 0.10 
25605, 0.99, 0.10 
25606, 0.99, 0.10 
25607, 0.99, 0.10 
25608, 0.99, 0.10 
25609, 0.99, 0.10 
25610, 0.99, 0.10 
25611, 0.99, 0.10 
25612, 0.99, 0.10 
25613, 0.99, 0.10 
25614, 0.99, 0.10 
25615, 0.99, 0.10 
25616, 0.99, 0.10 
25617, 0.99, 0.10 
25618, 0.99, 0.10 
25619, 0.99, 0.10 
25620, 0.99, 0.10 
25621, 0.99, 0.10 
25622, 0.99, 0.10 
25623, 0.99, 0.10 
25624, 0.99, 0.10 
25625, 0.99, 0.10 
25626, 0.99, 0.10 
25627, 0.99, 0.10 
25628, 0.99, 0.10 
25629, 0.99, 0.10 
25630, 0.99, 0.10 
25631, 0.99, 0.10 
25632, 0.99, 0.10 
25633, 0.99, 0.10 
25634, 0.99, 0.10 
25635, 0.99, 0.10 
25636, 0.99, 0.10 
25637, 0.99, 0.10 
25638, 0.99, 0.10 
25639, 0.99, 0.10 
25640, 0.99, 0.10 
25641, 0.99, 0.10 
25642, 0.99, 0.10 
25643, 0.99, 0.10 
25644, 0.99, 0.10 
25645, 0.99, 0.10 
25646, 0.99, 0.10 
25647, 0.99, 0.10 
25648, 0.99, 0.10 
25649, 0.99, 0.10 
25650, 0.99, 0.10 
25651, 0.99, 0.10 
25652, 0.99, 0.10 
25653, 0.99, 0.10 
25654, 0.99, 0.10 
25655, 0.99, 0.10 
25656, 0.99, 0.10 
25657, 0.99, 0.10 
25658, 0.99, 0.10 
25659, 0.99, 0.10 
25660, 0.99, 0.10 
25661, 0.99, 0.10 
25662, 0.99, 0.10 
25663, 0.99, 0.10 
25664, 0.99, 0.10 
25665, 0.99, 0.10 
25666, 0.99, 0.10 
25667, 0.99, 0.10 
25668, 0.99, 0.10 
25669, 0.99, 0.10 
25670, 0.99, 0.10 
25671, 0.99, 0.10 
25672, 0.99, 0.10 
25673, 0.99, 0.10 
25674, 0.99, 0.10 
25675, 0.99, 0.10 
25676, 0.99, 0.10 
25677, 0.99, 0.10 
25678, 0.99, 0.10 
25679, 0.99, 0.10 
25680, 0.99, 0.10 
25681, 0.99, 0.10 
25682, 0.99, 0.10 
25683, 0.99, 0.10 
25684, 0.99, 0.10 
25685, 0.99, 0.10 
25686, 0.99, 0.10 
25687, 0.99, 0.10 
25688, 0.99, 0.10 
25689, 0.99, 0.10 
25690, 0.99, 0.10 
25691, 0.99, 0.10 
25692, 0.99, 0.10 
25693, 0.99, 0.10 
25694, 0.99, 0.10 
25695, 0.99, 0.10 
25696, 0.99, 0.10 
25697, 0.99, 0.10 
25698, 0.99, 0.10 
25699, 0.99, 0.10 
25700, 0.99, 0.10 
25701, 0.99, 0.10 
25702, 0.99, 0.10 
25703, 0.99, 0.10 
25704, 0.99, 0.10 
25705, 0.99, 0.10 
25706, 0.99, 0.10 
25707, 0.99, 0.10 
25708, 0.99, 0.10 
25709, 0.99, 0.10 
25710, 0.99, 0.10 
25711, 0.99, 0.10 
25712, 0.99, 0.10 
25713, 0.99, 0.10 
25714, 0.99, 0.10 
25715, 0.99, 0.10 
25716, 0.99, 0.10 
25717, 0.99, 0.10 
25718, 0.99, 0.10 
25719, 0.99, 0.10 
25720, 0.99, 0.10 
25721, 0.99, 0.10 
25722, 0.99, 0.10 
25723, 0.99, 0.10 
25724, 0.99, 0.10 
25725, 0.99, 0.10 
25726, 0.99, 0.10 
25727, 0.99, 0.10 
25728, 0.99, 0.10 
25729, 0.99, 0.10 
25730, 0.99, 0.10 
25731, 0.99, 0.10 
25732, 0.99, 0.10 
25733, 0.99, 0.10 
25734, 0.99, 0.10 
25735, 0.99, 0.10 
25736, 0.99, 0.10 
25737, 0.99, 0.10 
25738, 0.99, 0.10 
25739, 0.99, 0.10 
25740, 0.99, 0.10 
25741, 0.99, 0.10 
25742, 0.99, 0.10 
25743, 0.99, 0.10 
25744, 0.99, 0.10 
25745, 0.99, 0.10 
25746, 0.99, 0.10 
25747, 0.99, 0.10 
25748, 0.99, 0.10 
25749, 0.99, 0.10 
25750, 0.99, 0.10 
25751, 0.99, 0.10 
25752, 0.99, 0.10 
25753, 0.99, 0.10 
25754, 0.99, 0.10 
25755, 0.99, 0.10 
25756, 0.99, 0.10 
25757, 0.99, 0.10 
25758, 0.99, 0.10 
25759, 0.99, 0.10 
25760, 0.99, 0.10 
25761, 0.99, 0.10 
25762, 0.99, 0.10 
25763, 0.99, 0.10 
25764, 0.99, 0.10 
25765, 0.99, 0.10 
25766, 0.99, 0.10 
25767, 0.99, 0.10 
25768, 0.99, 0.10 
25769, 0.99, 0.10 
25770, 0.99, 0.10 
25771, 0.99, 0.10 
25772, 0.99, 0.10 
25773, 0.99, 0.10 
25774, 0.99, 0.10 
25775, 0.99, 0.10 
25776, 0.99, 0.10 
25777, 0.99, 0.10 
25778, 0.99, 0.10 
25779, 0.99, 0.10 
25780, 0.99, 0.10 
25781, 0.99, 0.10 
25782, 0.99, 0.10 
25783, 0.99, 0.10 
25784, 0.99, 0.10 
25785, 0.99, 0.10 
25786, 0.99, 0.10 
25787, 0.99, 0.10 
25788, 0.99, 0.10 
25789, 0.99, 0.10 
25790, 0.99, 0.10 
25791, 0.99, 0.10 
25792, 0.99, 0.10 
25793, 0.99, 0.10 
25794, 0.99, 0.10 
25795, 0.99, 0.10 
25796, 0.99, 0.10 
25797, 0.99, 0.10 
25798, 0.99, 0.10 
25799, 0.99, 0.10 
25800, 0.99, 0.10 
25801, 0.99, 0.10 
25802, 0.99, 0.10 
25803, 0.99, 0.10 
25804, 0.99, 0.10 
25805, 0.99, 0.10 
25806, 0.99, 0.10 
25807, 0.99, 0.10 
25808, 0.99, 0.10 
25809, 0.99, 0.10 
25810, 0.99, 0.10 
25811, 0.99, 0.10 
25812, 0.99, 0.10 
25813, 0.99, 0.10 
25814, 0.99, 0.10 
25815, 0.99, 0.10 
25816, 0.99, 0.10 
25817, 0.99, 0.10 
25818, 0.99, 0.10 
25819, 0.99, 0.10 
25820, 0.99, 0.10 
25821, 0.99, 0.10 
25822, 0.99, 0.10 
25823, 0.99, 0.10 
25824, 0.99, 0.10 
25825, 0.99, 0.10 
25826, 0.99, 0.10 
25827, 0.99, 0.10 
25828, 0.99, 0.10 
25829, 0.99, 0.10 
25830, 0.99, 0.10 
25831, 0.99, 0.10 
25832, 0.99, 0.10 
25833, 0.99, 0.10 
25834, 0.99, 0.10 
25835, 0.99, 0.10 
25836, 0.99, 0.10 
25837, 0.99, 0.10 
25838, 0.99, 0.10 
25839, 0.99, 0.10 
25840, 0.99, 0.10 
25841, 0.99, 0.10 
25842, 0.99, 0.10 
25843, 0.99, 0.10 
25844, 0.99, 0.10 
25845, 0.99, 0.10 
25846, 0.99, 0.10 
25847, 0.99, 0.10 
25848, 0.99, 0.10 
25849, 0.99, 0.10 
25850, 0.99, 0.10 
25851, 0.99, 0.10 
25852, 0.99, 0.10 
25853, 0.99, 0.10 
25854, 0.99, 0.10 
25855, 0.99, 0.10 
25856, 0.99, 0.10 
25857, 0.99, 0.10 
25858, 0.99, 0.10 
25859, 0.99, 0.10 
25860, 0.99, 0.10 
25861, 0.99, 0.10 
25862, 0.99, 0.10 
25863, 0.99, 0.10 
25864, 0.99, 0.10 
25865, 0.99, 0.10 
25866, 0.99, 0.10 
25867, 0.99, 0.10 
25868, 0.99, 0.10 
25869, 0.99, 0.10 
25870, 0.99, 0.10 
25871, 0.99, 0.10 
25872, 0.99, 0.10 
25873, 0.99, 0.10 
25874, 0.99, 0.10 
25875, 0.99, 0.10 
25876, 0.99, 0.10 
25877, 0.99, 0.10 
25878, 0.99, 0.10 
25879, 0.99, 0.10 
25880, 0.99, 0.10 
25881, 0.99, 0.10 
25882, 0.99, 0.10 
25883, 0.99, 0.10 
25884, 0.99, 0.10 
25885, 0.99, 0.10 
25886, 0.99, 0.10 
25887, 0.99, 0.10 
25888, 0.99, 0.10 
25889, 0.99, 0.10 
25890, 0.99, 0.10 
25891, 0.99, 0.10 
25892, 0.99, 0.10 
25893, 0.99, 0.10 
25894, 0.99, 0.10 
25895, 0.99, 0.10 
25896, 0.99, 0.10 
25897, 0.99, 0.10 
25898, 0.99, 0.10 
25899, 0.99, 0.10 
25900, 0.99, 0.10 
25901, 0.99, 0.10 
25902, 0.99, 0.10 
25903, 0.99, 0.10 
25904, 0.99, 0.10 
25905, 0.99, 0.10 
25906, 0.99, 0.10 
25907, 0.99, 0.10 
25908, 0.99, 0.10 
25909, 0.99, 0.10 
25910, 0.99, 0.10 
25911, 0.99, 0.10 
25912, 0.99, 0.10 
25913, 0.99, 0.10 
25914, 0.99, 0.10 
25915, 0.99, 0.10 
25916, 0.99, 0.10 
25917, 0.99, 0.10 
25918, 0.99, 0.10 
25919, 0.99, 0.10 
25920, 0.99, 0.10 
25921, 0.99, 0.10 
25922, 0.99, 0.10 
25923, 0.99, 0.10 
25924, 0.99, 0.10 
25925, 0.99, 0.10 
25926, 0.99, 0.10 
25927, 0.99, 0.10 
25928, 0.99, 0.10 
25929, 0.99, 0.10 
25930, 0.99, 0.10 
25931, 0.99, 0.10 
25932, 0.99, 0.10 
25933, 0.99, 0.10 
25934, 0.99, 0.10 
25935, 0.99, 0.10 
25936, 0.99, 0.10 
25937, 0.99, 0.10 
25938, 0.99, 0.10 
25939, 0.99, 0.10 
25940, 0.99, 0.10 
25941, 0.99, 0.10 
25942, 0.99, 0.10 
25943, 0.99, 0.10 
25944, 0.99, 0.10 
25945, 0.99, 0.10 
25946, 0.99, 0.10 
25947, 0.99, 0.10 
25948, 0.99, 0.10 
25949, 0.99, 0.10 
25950, 0.99, 0.10 
25951, 0.99, 0.10 
25952, 0.99, 0.10 
25953, 0.99, 0.10 
25954, 0.99, 0.10 
25955, 0.99, 0.10 
25956, 0.99, 0.10 
25957, 0.99, 0.10 
25958, 0.99, 0.10 
25959, 0.99, 0.10 
25960, 0.99, 0.10 
25961, 0.99, 0.10 
25962, 0.99, 0.10 
25963, 0.99, 0.10 
25964, 0.99, 0.10 
25965, 0.99, 0.10 
25966, 0.99, 0.10 
25967, 0.99, 0.10 
25968, 0.99, 0.10 
25969, 0.99, 0.10 
25970, 0.99, 0.10 
25971, 0.99, 0.10 
25972, 0.99, 0.10 
25973, 0.99, 0.10 
25974, 0.99, 0.10 
25975, 0.99, 0.10 
25976, 0.99, 0.10 
25977, 0.99, 0.10 
25978, 0.99, 0.10 
25979, 0.99, 0.10 
25980, 0.99, 0.10 
25981, 0.99, 0.10 
25982, 0.99, 0.10 
25983, 0.99, 0.10 
25984, 0.99, 0.10 
25985, 0.99, 0.10 
25986, 0.99, 0.10 
25987, 0.99, 0.10 
25988, 0.99, 0.10 
25989, 0.99, 0.10 
25990, 0.99, 0.10 
25991, 0.99, 0.10 
25992, 0.99, 0.10 
25993, 0.99, 0.10 
25994, 0.99, 0.10 
25995, 0.99, 0.10 
25996, 0.99, 0.10 
25997, 0.99, 0.10 
25998, 0.99, 0.10 
25999, 0.99, 0.10 
26000, 0.99, 0.10 
26001, 0.99, 0.10 
26002, 0.99, 0.10 
26003, 0.99, 0.10 
26004, 0.99, 0.10 
26005, 0.99, 0.10 
26006, 0.99, 0.10 
26007, 0.99, 0.10 
26008, 0.99, 0.10 
26009, 0.99, 0.10 
26010, 0.99, 0.10 
26011, 0.99, 0.10 
26012, 0.99, 0.10 
26013, 0.99, 0.10 
26014, 0.99, 0.10 
26015, 0.99, 0.10 
26016, 0.99, 0.10 
26017, 0.99, 0.10 
26018, 0.99, 0.10 
26019, 0.99, 0.10 
26020, 0.99, 0.10 
26021, 0.99, 0.10 
26022, 0.99, 0.10 
26023, 0.99, 0.10 
26024, 0.99, 0.10 
26025, 0.99, 0.10 
26026, 0.99, 0.10 
26027, 0.99, 0.10 
26028, 0.99, 0.10 
26029, 0.99, 0.10 
26030, 0.99, 0.10 
26031, 0.99, 0.10 
26032, 0.99, 0.10 
26033, 0.99, 0.10 
26034, 0.99, 0.10 
26035, 0.99, 0.10 
26036, 0.99, 0.10 
26037, 0.99, 0.10 
26038, 0.99, 0.10 
26039, 0.99, 0.10 
26040, 0.99, 0.10 
26041, 0.99, 0.10 
26042, 0.99, 0.10 
26043, 0.99, 0.10 
26044, 0.99, 0.10 
26045, 0.99, 0.10 
26046, 0.99, 0.10 
26047, 0.99, 0.10 
26048, 0.99, 0.10 
26049, 0.99, 0.10 
26050, 0.99, 0.10 
26051, 0.99, 0.10 
26052, 0.99, 0.10 
26053, 0.99, 0.10 
26054, 0.99, 0.10 
26055, 0.99, 0.10 
26056, 0.99, 0.10 
26057, 0.99, 0.10 
26058, 0.99, 0.10 
26059, 0.99, 0.10 
26060, 0.99, 0.10 
26061, 0.99, 0.10 
26062, 0.99, 0.10 
26063, 0.99, 0.10 
26064, 0.99, 0.10 
26065, 0.99, 0.10 
26066, 0.99, 0.10 
26067, 0.99, 0.10 
26068, 0.99, 0.10 
26069, 0.99, 0.10 
26070, 0.99, 0.10 
26071, 0.99, 0.10 
26072, 0.99, 0.10 
26073, 0.99, 0.10 
26074, 0.99, 0.10 
26075, 0.99, 0.10 
26076, 0.99, 0.10 
26077, 0.99, 0.10 
26078, 0.99, 0.10 
26079, 0.99, 0.10 
26080, 0.99, 0.10 
26081, 0.99, 0.10 
26082, 0.99, 0.10 
26083, 0.99, 0.10 
26084, 0.99, 0.10 
26085, 0.99, 0.10 
26086, 0.99, 0.10 
26087, 0.99, 0.10 
26088, 0.99, 0.10 
26089, 0.99, 0.10 
26090, 0.99, 0.10 
26091, 0.99, 0.10 
26092, 0.99, 0.10 
26093, 0.99, 0.10 
26094, 0.99, 0.10 
26095, 0.99, 0.10 
26096, 0.99, 0.10 
26097, 0.99, 0.10 
26098, 0.99, 0.10 
26099, 0.99, 0.10 
26100, 0.99, 0.10 
26101, 0.99, 0.10 
26102, 0.99, 0.10 
26103, 0.99, 0.10 
26104, 0.99, 0.10 
26105, 0.99, 0.10 
26106, 0.99, 0.10 
26107, 0.99, 0.10 
26108, 0.99, 0.10 
26109, 0.99, 0.10 
26110, 0.99, 0.10 
26111, 0.99, 0.10 
26112, 0.99, 0.10 
26113, 0.99, 0.10 
26114, 0.99, 0.10 
26115, 0.99, 0.10 
26116, 0.99, 0.10 
26117, 0.99, 0.10 
26118, 0.99, 0.10 
26119, 0.99, 0.10 
26120, 0.99, 0.10 
26121, 0.99, 0.10 
26122, 0.99, 0.10 
26123, 0.99, 0.10 
26124, 0.99, 0.10 
26125, 0.99, 0.10 
26126, 0.99, 0.10 
26127, 0.99, 0.10 
26128, 0.99, 0.10 
26129, 0.99, 0.10 
26130, 0.99, 0.10 
26131, 0.99, 0.10 
26132, 0.99, 0.10 
26133, 0.99, 0.10 
26134, 0.99, 0.10 
26135, 0.99, 0.10 
26136, 0.99, 0.10 
26137, 0.99, 0.10 
26138, 0.99, 0.10 
26139, 0.99, 0.10 
26140, 0.99, 0.10 
26141, 0.99, 0.10 
26142, 0.99, 0.10 
26143, 0.99, 0.10 
26144, 0.99, 0.10 
26145, 0.99, 0.10 
26146, 0.99, 0.10 
26147, 0.99, 0.10 
26148, 0.99, 0.10 
26149, 0.99, 0.10 
26150, 0.99, 0.10 
26151, 0.99, 0.10 
26152, 0.99, 0.10 
26153, 0.99, 0.10 
26154, 0.99, 0.10 
26155, 0.99, 0.10 
26156, 0.99, 0.10 
26157, 0.99, 0.10 
26158, 0.99, 0.10 
26159, 0.99, 0.10 
26160, 0.99, 0.10 
26161, 0.99, 0.10 
26162, 0.99, 0.10 
26163, 0.99, 0.10 
26164, 0.99, 0.10 
26165, 0.99, 0.10 
26166, 0.99, 0.10 
26167, 0.99, 0.10 
26168, 0.99, 0.10 
26169, 0.99, 0.10 
26170, 0.99, 0.10 
26171, 0.99, 0.10 
26172, 0.99, 0.10 
26173, 0.99, 0.10 
26174, 0.99, 0.10 
26175, 0.99, 0.10 
26176, 0.99, 0.10 
26177, 0.99, 0.10 
26178, 0.99, 0.10 
26179, 0.99, 0.10 
26180, 0.99, 0.10 
26181, 0.99, 0.10 
26182, 0.99, 0.10 
26183, 0.99, 0.10 
26184, 0.99, 0.10 
26185, 0.99, 0.10 
26186, 0.99, 0.10 
26187, 0.99, 0.10 
26188, 0.99, 0.10 
26189, 0.99, 0.10 
26190, 0.99, 0.10 
26191, 0.99, 0.10 
26192, 0.99, 0.10 
26193, 0.99, 0.10 
26194, 0.99, 0.10 
26195, 0.99, 0.10 
26196, 0.99, 0.10 
26197, 0.99, 0.10 
26198, 0.99, 0.10 
26199, 0.99, 0.10 
26200, 0.99, 0.10 
26201, 0.99, 0.10 
26202, 0.99, 0.10 
26203, 0.99, 0.10 
26204, 0.99, 0.10 
26205, 0.99, 0.10 
26206, 0.99, 0.10 
26207, 0.99, 0.10 
26208, 0.99, 0.10 
26209, 0.99, 0.10 
26210, 0.99, 0.10 
26211, 0.99, 0.10 
26212, 0.99, 0.10 
26213, 0.99, 0.10 
26214, 0.99, 0.10 
26215, 0.99, 0.10 
26216, 0.99, 0.10 
26217, 0.99, 0.10 
26218, 0.99, 0.10 
26219, 0.99, 0.10 
26220, 0.99, 0.10 
26221, 0.99, 0.10 
26222, 0.99, 0.10 
26223, 0.99, 0.10 
26224, 0.99, 0.10 
26225, 0.99, 0.10 
